EmpID,Department,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,StandardHours,OverTime,SalarySlab,DistanceFromHome,BusinessTravel,PercentSalaryHike
RM1088,Sales,2308,4944,1440,55,80,Yes,Upto 5k,7,Travel_Rarely,25
RM1116,Research & Development,2972,22061,479,35,80,No,Upto 5k,7,Travel_Rarely,13
RM1118,Research & Development,5484,13008,1351,45,80,No,5k-10k,1,Travel_Rarely,17
RM1132,Research & Development,5063,15332,653,92,80,No,5k-10k,10,Travel_Frequently,14
RM1147,Research & Development,4724,17000,426,42,80,No,Upto 5k,10,Travel_Frequently,13
RM1180,Research & Development,5433,19332,1130,66,80,No,5k-10k,3,Travel_Rarely,12
RM1209,Research & Development,3986,11912,1157,57,80,No,Upto 5k,5,Travel_Rarely,14
RM1213,Research & Development,2929,20338,678,35,80,No,Upto 5k,19,Travel_Rarely,12
RM1253,Research & Development,2932,5586,181,97,80,Yes,Upto 5k,2,Travel_Rarely,14
RM1268,Sales,4001,12313,1375,87,80,Yes,Upto 5k,10,Non-Travel,14
RM1271,Sales,6029,25353,511,32,80,No,5k-10k,3,Travel_Rarely,12
RM1291,Research & Development,5346,6208,234,93,80,No,5k-10k,9,Travel_Frequently,17
RM1301,Sales,6799,22128,810,92,80,No,5k-10k,8,Travel_Rarely,21
RM1343,Sales,9713,24444,1480,64,80,Yes,5k-10k,4,Travel_Rarely,13
RM1354,Research & Development,2307,14460,967,85,80,Yes,Upto 5k,16,Non-Travel,23
RM1360,Sales,8103,16495,735,75,80,Yes,5k-10k,3,Travel_Rarely,12
RM1369,Research & Development,5747,26496,735,86,80,Yes,5k-10k,22,Travel_Frequently,15
RM1385,Sales,9888,6770,937,32,80,No,5k-10k,1,Travel_Rarely,21
RM1386,Sales,8628,22914,1239,39,80,No,5k-10k,13,Travel_Rarely,18
RM1447,Sales,6712,8978,704,95,80,No,5k-10k,28,Travel_Rarely,21
RM1470,Research & Development,4404,10228,628,82,80,No,Upto 5k,8,TravelRarely,12
RM011,Research & Development,2426,16479,809,84,80,No,Upto 5k,16,Travel_Rarely,13
RM038,Sales,2014,9687,890,97,80,No,Upto 5k,2,Travel_Rarely,13
RM041,Research & Development,1951,10910,464,75,80,No,Upto 5k,4,Travel_Rarely,12
RM050,Research & Development,2269,4892,1229,36,80,No,Upto 5k,8,Travel_Rarely,19
RM054,Research & Development,9884,8302,1097,79,80,Yes,5k-10k,11,Non-Travel,13
RM057,Sales,9069,11031,853,71,80,No,5k-10k,18,Travel_Frequently,22
RM058,Research & Development,4014,16002,1142,30,80,Yes,Upto 5k,23,Travel_Rarely,15
RM069,Research & Development,2194,5868,664,79,80,No,Upto 5k,1,Travel_Frequently,13
RM077,Sales,4312,23016,776,32,80,No,Upto 5k,1,Travel_Rarely,14
RM082,Research & Development,2859,26278,1214,30,80,No,Upto 5k,1,Travel_Rarely,18
RM152,Sales,7295,11439,662,94,80,No,5k-10k,1,Travel_Rarely,13
RM193,Research & Development,5916,15497,556,50,80,Yes,5k-10k,23,Travel_Rarely,13
RM197,Research & Development,4425,15986,138,37,80,No,Upto 5k,2,Travel_Frequently,11
RM229,Sales,8789,9096,944,92,80,No,5k-10k,1,Travel_Frequently,14
RM277,Research & Development,11996,19100,1315,71,80,No,10k-15k,22,Travel_Rarely,18
RM298,Sales,8020,5100,1232,96,80,No,5k-10k,16,Travel_Rarely,15
RM345,Research & Development,8095,18264,1296,62,80,No,5k-10k,5,Travel_Rarely,13
RM373,Research & Development,6540,19394,755,97,80,No,5k-10k,9,Travel_Rarely,19
RM431,Research & Development,4230,19225,144,46,80,No,Upto 5k,22,Travel_Rarely,15
RM439,Research & Development,7632,14295,1276,72,80,Yes,5k-10k,16,Travel_Rarely,12
RM448,Sales,4717,18659,619,85,80,No,Upto 5k,1,Travel_Rarely,11
RM462,Sales,4859,6698,195,80,80,No,Upto 5k,1,Travel_Rarely,16
RM484,Research & Development,3681,14004,538,54,80,No,Upto 5k,25,Travel_Rarely,14
RM509,Research & Development,6646,19368,1017,82,80,No,5k-10k,6,Travel_Rarely,13
RM516,Research & Development,1281,16900,727,41,80,No,Upto 5k,3,Non-Travel,18
RM558,Research & Development,5093,4761,1225,61,80,No,5k-10k,2,Non-Travel,11
RM581,Sales,2572,20317,384,72,80,No,Upto 5k,8,Travel_Rarely,16
RM597,Research & Development,2506,13301,1258,40,80,No,Upto 5k,1,Travel_Rarely,13
RM612,Research & Development,10221,18869,950,59,80,No,10k-15k,7,Travel_Rarely,21
RM621,Research & Development,2559,17852,1343,53,80,No,Upto 5k,27,Travel_Rarely,11
RM636,Research & Development,10685,23457,607,66,80,Yes,10k-15k,9,Travel_Rarely,20
RM637,Research & Development,2022,16612,130,96,80,Yes,Upto 5k,25,Travel_Frequently,19
RM648,Research & Development,10903,9129,672,78,80,No,10k-15k,25,Travel_Rarely,16
RM677,Research & Development,4014,19170,1137,51,80,Yes,Upto 5k,21,Travel_Rarely,25
RM699,Sales,4601,6179,1219,86,80,No,Upto 5k,18,Travel_Rarely,16
RM705,Sales,7823,6812,882,92,80,No,5k-10k,3,Travel_Rarely,13
RM726,Research & Development,3743,10074,622,39,80,Yes,Upto 5k,14,Travel_Rarely,24
RM730,Research & Development,10388,6975,583,57,80,Yes,10k-15k,25,Travel_Rarely,11
RM741,Research & Development,3917,9541,802,45,80,No,Upto 5k,10,Travel_Rarely,20
RM792,Sales,9582,10333,1204,86,80,Yes,5k-10k,4,Travel_Rarely,22
RM821,Sales,4968,18500,1182,54,80,No,Upto 5k,11,Travel_Frequently,11
RM836,Human Resources,4323,7108,528,100,80,No,Upto 5k,8,Travel_Rarely,17
RM841,Research & Development,2258,16340,982,58,80,No,Upto 5k,1,Travel_Rarely,12
RM847,Research & Development,10274,19588,819,44,80,No,10k-15k,2,Travel_Rarely,18
RM849,Research & Development,2376,26537,636,47,80,No,Upto 5k,4,Travel_Frequently,13
RM871,Sales,8966,21026,1361,94,80,Yes,5k-10k,17,Travel_Rarely,15
RM889,Sales,10377,13755,1212,78,80,Yes,10k-15k,8,Non-Travel,11
RM925,Research & Development,3506,6020,735,66,80,Yes,Upto 5k,6,Travel_Rarely,14
RM962,Research & Development,4249,2690,482,87,80,Yes,Upto 5k,4,Travel_Frequently,11
RM974,Research & Development,5363,10846,817,60,80,No,5k-10k,1,Travel_Rarely,12
RM982,Sales,4614,23288,662,67,80,Yes,Upto 5k,18,Travel_Frequently,18
RM1003,Research & Development,9362,19944,200,60,80,No,5k-10k,18,Travel_Frequently,11
RM1060,Sales,2404,16192,660,76,80,No,Upto 5k,7,Travel_Rarely,13
RM1082,Research & Development,8606,21195,1029,91,80,No,5k-10k,16,Travel_Rarely,19
RM1101,Sales,2430,26204,1402,98,80,No,Upto 5k,28,Travel_Rarely,23
RM1109,Research & Development,2450,21731,992,68,80,No,Upto 5k,1,Travel_Rarely,19
RM1111,Research & Development,2074,26619,104,69,80,Yes,Upto 5k,2,Travel_Rarely,12
RM1124,Research & Development,6142,4223,670,51,80,Yes,5k-10k,10,Travel_Rarely,16
RM1131,Research & Development,3407,25348,750,46,80,No,Upto 5k,28,Travel_Rarely,17
RM1135,Research & Development,2690,7713,1349,63,80,No,Upto 5k,7,Travel_Rarely,18
RM1151,Research & Development,5208,26312,819,48,80,No,5k-10k,18,Travel_Rarely,11
RM1158,Research & Development,4148,12250,208,52,80,No,Upto 5k,8,Non-Travel,12
RM1163,Sales,10306,21530,737,55,80,No,10k-15k,10,Travel_Rarely,17
RM1168,Sales,5440,22098,763,59,80,Yes,5k-10k,15,Travel_Rarely,14
RM1187,Sales,4581,10414,880,36,80,Yes,Upto 5k,12,Travel_Frequently,24
RM1216,Research & Development,4930,13970,146,79,80,Yes,Upto 5k,2,Travel_Frequently,14
RM1233,Research & Development,6883,5151,1370,49,80,No,5k-10k,27,Travel_Rarely,16
RM1282,Sales,5813,13492,303,84,80,Yes,5k-10k,27,Travel_Rarely,18
RM1289,Research & Development,5762,24442,1180,90,80,No,5k-10k,2,Non-Travel,14
RM1303,Research & Development,2705,9696,185,91,80,No,Upto 5k,23,Travel_Rarely,16
RM1346,Research & Development,4788,25388,219,44,80,Yes,Upto 5k,16,Travel_Rarely,11
RM1381,Sales,5561,15975,682,71,80,No,5k-10k,18,Travel_Rarely,16
RM1393,Sales,5204,13586,1224,55,80,Yes,5k-10k,7,Travel_Rarely,11
RM1423,Research & Development,2660,20232,1490,43,80,Yes,Upto 5k,11,TravelRarely,11
RM1425,Research & Development,5098,18698,1395,48,80,No,5k-10k,9,Travel_Rarely,19
RM1451,Human Resources,8837,16642,1146,31,80,Yes,5k-10k,26,Travel_Rarely,16
RM1457,Research & Development,5689,24594,1199,80,80,Yes,5k-10k,18,Travel_Frequently,14
RM1459,Research & Development,2977,8952,287,62,80,No,Upto 5k,1,Travel_Rarely,12
RM010,Research & Development,5237,16577,1299,94,80,No,5k-10k,27,Travel_Rarely,13
RM022,Sales,3407,6986,1218,82,80,No,Upto 5k,9,Travel_Rarely,23
RM039,Research & Development,3419,13072,852,82,80,Yes,Upto 5k,5,Travel_Rarely,14
RM065,Research & Development,10096,8202,1223,59,80,No,10k-15k,8,Travel_Rarely,13
RM067,Research & Development,6499,22656,1195,95,80,No,5k-10k,11,Travel_Frequently,13
RM070,Research & Development,3388,21777,318,79,80,Yes,Upto 5k,9,Travel_Rarely,17
RM075,Research & Development,3038,22002,132,55,80,No,Upto 5k,6,Travel_Rarely,12
RM118,Sales,9738,22952,1467,92,80,No,5k-10k,11,Travel_Frequently,14
RM119,Research & Development,2835,2561,922,39,80,No,Upto 5k,3,Travel_Rarely,22
RM136,Research & Development,4941,2819,216,84,80,No,Upto 5k,6,Travel_Rarely,20
RM173,Research & Development,2088,15062,1480,30,80,No,Upto 5k,3,Travel_Frequently,12
RM208,Research & Development,2153,7703,635,73,80,No,Upto 5k,18,Travel_Frequently,13
RM221,Research & Development,5914,9945,1396,62,80,No,5k-10k,5,Travel_Rarely,16
RM270,Research & Development,3210,20251,1403,47,80,No,Upto 5k,6,Travel_Rarely,11
RM292,Research & Development,4485,26285,506,30,80,No,Upto 5k,3,Travel_Rarely,12
RM299,Research & Development,3688,7122,566,81,80,No,Upto 5k,18,Travel_Frequently,18
RM306,Research & Development,5674,6927,1105,47,80,No,5k-10k,24,Non-Travel,15
RM359,Sales,6653,15276,845,45,80,No,5k-10k,1,Non-Travel,15
RM360,Sales,9699,7246,541,48,80,No,5k-10k,3,Travel_Frequently,11
RM378,Research & Development,2543,11868,329,96,80,No,Upto 5k,2,Travel_Rarely,13
RM385,Sales,7596,3809,164,61,80,No,5k-10k,2,Travel_Rarely,13
RM443,Sales,9980,15318,635,32,80,No,5k-10k,10,Non-Travel,14
RM512,Research & Development,8847,13934,913,48,80,Yes,5k-10k,9,Travel_Rarely,11
RM542,Research & Development,11713,20335,427,63,80,No,10k-15k,8,Non-Travel,14
RM570,Sales,7587,14229,1434,76,80,No,5k-10k,8,Non-Travel,15
RM594,Research & Development,5228,23361,676,35,80,No,5k-10k,1,Travel_Rarely,15
RM600,Human Resources,2143,25527,1041,36,80,No,Upto 5k,13,Travel_Rarely,13
RM622,Sales,6201,2823,928,56,80,Yes,5k-10k,1,Travel_Rarely,14
RM634,Human Resources,2342,8635,1278,77,80,No,Upto 5k,8,Travel_Rarely,21
RM665,Research & Development,6586,4821,1425,68,80,Yes,5k-10k,14,Travel_Rarely,17
RM681,Research & Development,4678,23293,188,65,80,No,Upto 5k,7,Travel_Rarely,18
RM688,Research & Development,2519,12287,938,79,80,No,Upto 5k,2,Travel_Rarely,21
RM694,Sales,10325,5518,530,51,80,Yes,10k-15k,3,Travel_Rarely,11
RM709,Sales,5079,25952,1229,84,80,No,5k-10k,8,Non-Travel,13
RM753,Research & Development,2743,8269,885,43,80,No,Upto 5k,16,Travel_Rarely,16
RM762,Research & Development,4834,7858,660,81,80,No,Upto 5k,15,Travel_Rarely,14
RM774,Research & Development,8858,15669,796,51,80,No,5k-10k,12,Travel_Rarely,11
RM818,Research & Development,7779,23238,217,78,80,No,5k-10k,18,Non-Travel,20
RM874,Research & Development,2741,6865,917,60,80,No,Upto 5k,6,Travel_Rarely,14
RM883,Research & Development,10252,4235,363,77,80,Yes,10k-15k,1,Travel_Rarely,21
RM901,Research & Development,3692,9256,469,46,80,No,Upto 5k,3,Travel_Frequently,12
RM928,Research & Development,5410,2323,429,53,80,Yes,5k-10k,2,Travel_Rarely,11
RM943,Research & Development,7094,5747,325,63,80,No,5k-10k,10,Travel_Rarely,12
RM969,Sales,4639,2261,607,83,80,No,Upto 5k,7,Travel_Frequently,16
RM1012,Sales,9278,20763,1174,99,80,Yes,5k-10k,3,Travel_Rarely,16
RM1019,Research & Development,5810,22604,172,37,80,No,5k-10k,4,Travel_Rarely,16
RM1020,Sales,5647,13494,329,98,80,No,5k-10k,16,Travel_Rarely,13
RM1103,Sales,2644,17001,1157,70,80,Yes,Upto 5k,2,Travel_Rarely,21
RM1122,Sales,6815,21447,884,73,80,No,5k-10k,1,Travel_Rarely,13
RM1129,Research & Development,5562,19711,1302,80,80,Yes,5k-10k,6,Travel_Frequently,13
RM1146,Research & Development,4663,12421,559,76,80,Yes,Upto 5k,12,Travel_Rarely,12
RM1174,Research & Development,8008,22792,711,42,80,No,5k-10k,5,Travel_Rarely,12
RM1181,Research & Development,2013,10950,311,77,80,No,Upto 5k,7,Travel_Rarely,11
RM1183,Research & Development,4374,15411,894,33,80,No,Upto 5k,1,Non-Travel,15
RM1184,Research & Development,6842,26308,1040,79,80,No,5k-10k,3,Travel_Rarely,20
RM1200,Research & Development,5347,7419,1351,80,80,No,5k-10k,26,Travel_Rarely,14
RM1221,Sales,4502,7439,530,51,80,No,Upto 5k,2,Travel_Rarely,15
RM1237,Sales,6134,8658,1456,96,80,Yes,5k-10k,13,Travel_Rarely,13
RM1279,Research & Development,8321,25949,1383,90,80,Yes,5k-10k,10,Travel_Rarely,13
RM1316,Research & Development,6962,19573,430,73,80,Yes,5k-10k,2,Travel_Rarely,22
RM1341,Sales,5673,6060,1266,63,80,Yes,5k-10k,10,Travel_Rarely,13
RM1348,Human Resources,3886,4223,1213,94,80,No,Upto 5k,2,Travel_Frequently,21
RM1356,Sales,5507,16822,335,33,80,No,5k-10k,17,Travel_Rarely,16
RM1384,Research & Development,2810,9238,1351,66,80,No,Upto 5k,9,Non-Travel,22
RM1440,Sales,7644,12695,557,94,80,No,5k-10k,3,Travel_Rarely,19
RM1441,Research & Development,5131,9192,688,97,80,No,5k-10k,4,Travel_Frequently,13
RM1448,Sales,5406,10436,301,88,80,No,5k-10k,15,Non-Travel,24
RM1454,Sales,6652,14369,1120,100,80,No,5k-10k,11,Travel_Rarely,13
RM1466,Research & Development,2571,12290,884,41,80,No,Upto 5k,23,Travel_Frequently,17
RM003,Research & Development,2090,2396,1373,92,80,Yes,Upto 5k,2,Travel_Rarely,15
RM048,Research & Development,3022,10227,408,73,80,No,Upto 5k,19,Travel_Rarely,21
RM060,Research & Development,5993,2689,1115,51,80,No,5k-10k,1,Travel_Rarely,18
RM079,Research & Development,13664,25258,397,30,80,No,10k-15k,7,Travel_Rarely,13
RM101,Human Resources,2073,23648,807,63,80,Yes,Upto 5k,6,Travel_Rarely,22
RM105,Research & Development,5163,15850,1040,100,80,No,5k-10k,2,Non-Travel,14
RM116,Sales,7428,14506,1189,87,80,No,5k-10k,3,Travel_Rarely,12
RM196,Research & Development,3564,22977,290,65,80,Yes,Upto 5k,21,Travel_Rarely,12
RM223,Research & Development,12185,10056,663,47,80,Yes,10k-15k,11,Travel_Frequently,14
RM227,Sales,2793,2539,319,41,80,No,Upto 5k,4,Travel_Frequently,17
RM249,Research & Development,3920,18697,1017,83,80,No,Upto 5k,1,Travel_Rarely,14
RM251,Research & Development,10048,22573,504,61,80,No,10k-15k,10,Travel_Frequently,11
RM274,Sales,6502,22825,228,98,80,No,5k-10k,6,Travel_Rarely,14
RM276,Research & Development,13603,11677,728,80,80,Yes,10k-15k,1,Non-Travel,18
RM286,Research & Development,2115,15881,1372,42,80,No,Upto 5k,1,Travel_Rarely,12
RM295,Research & Development,2326,11411,889,53,80,Yes,Upto 5k,9,Travel_Frequently,12
RM341,Research & Development,6347,23177,1192,61,80,No,5k-10k,5,Travel_Rarely,16
RM354,Research & Development,5974,17001,1319,51,80,Yes,5k-10k,6,Travel_Rarely,13
RM365,Research & Development,3452,17663,921,98,80,No,Upto 5k,10,Travel_Rarely,20
RM387,Research & Development,3034,26914,1107,95,80,No,Upto 5k,14,Travel_Rarely,12
RM390,Research & Development,4197,21123,1305,49,80,Yes,Upto 5k,10,Travel_Rarely,12
RM399,Research & Development,4449,23866,1063,72,80,Yes,Upto 5k,25,Non-Travel,15
RM465,Research & Development,7491,23848,799,59,80,No,5k-10k,1,Travel_Rarely,17
RM468,Sales,8834,24666,142,69,80,No,5k-10k,9,Non-Travel,13
RM473,Research & Development,6447,15701,446,65,80,No,5k-10k,1,Travel_Rarely,12
RM487,Sales,9602,3010,558,75,80,Yes,5k-10k,2,Travel_Rarely,11
RM507,Research & Development,9434,9606,482,36,80,No,5k-10k,3,Travel_Rarely,15
RM523,Research & Development,4680,15232,1225,80,80,No,Upto 5k,10,Travel_Rarely,17
RM578,Research & Development,2782,19905,571,82,80,Yes,Upto 5k,10,Travel_Rarely,13
RM629,Sales,6334,24558,342,66,80,No,5k-10k,16,Travel_Rarely,19
RM649,Sales,2973,21222,1231,54,80,No,Upto 5k,21,Travel_Frequently,15
RM653,Sales,7642,4814,1252,32,80,Yes,5k-10k,19,Non-Travel,13
RM696,Sales,10609,14922,625,46,80,No,10k-15k,1,Travel_Rarely,11
RM745,Research & Development,4777,14382,1141,61,80,No,Upto 5k,11,Travel_Rarely,15
RM768,Research & Development,4107,13848,124,35,80,No,Upto 5k,3,Travel_Rarely,15
RM796,Sales,6694,24223,309,88,80,Yes,5k-10k,10,Travel_Rarely,14
RM833,Research & Development,5731,17171,367,52,80,No,5k-10k,25,Travel_Rarely,13
RM856,Research & Development,6474,9961,977,56,80,No,5k-10k,1,Travel_Rarely,13
RM990,Research & Development,2996,5182,1439,54,80,Yes,Upto 5k,4,Travel_Rarely,15
RM1002,Research & Development,3629,19106,1462,94,80,No,Upto 5k,11,Travel_Rarely,18
RM1023,Research & Development,3500,25470,1413,84,80,No,Upto 5k,5,Non-Travel,14
RM1090,Research & Development,4285,3031,674,47,80,No,Upto 5k,13,Travel_Rarely,17
RM1159,Research & Development,5768,26493,671,85,80,No,5k-10k,19,Travel_Rarely,17
RM1164,Research & Development,3936,9953,1470,71,80,No,Upto 5k,10,Travel_Rarely,11
RM1212,Sales,9525,7677,1278,31,80,No,5k-10k,1,Travel_Frequently,14
RM1277,Sales,4189,8800,589,46,80,No,Upto 5k,9,Travel_Rarely,14
RM1281,Human Resources,4071,12832,1239,89,80,No,Upto 5k,8,Travel_Rarely,13
RM1292,Research & Development,4213,4992,370,58,80,No,Upto 5k,10,Travel_Rarely,15
RM1345,Research & Development,4284,13588,783,78,80,Yes,Upto 5k,7,Travel_Rarely,22
RM1433,Research & Development,13744,15471,161,42,80,Yes,10k-15k,10,Travel_Rarely,25
RM009,Research & Development,9526,8787,216,44,80,No,5k-10k,23,Travel_Frequently,21
RM020,Research & Development,3944,4306,371,45,80,Yes,Upto 5k,2,Travel_Rarely,11
RM062,Research & Development,2406,5456,653,50,80,No,Upto 5k,29,Travel_Frequently,11
RM084,Research & Development,5329,15717,573,79,80,Yes,5k-10k,6,Non-Travel,12
RM143,Research & Development,4317,2302,364,32,80,Yes,Upto 5k,3,Travel_Rarely,20
RM169,Sales,8686,12930,702,59,80,No,5k-10k,1,Travel_Rarely,22
RM180,Research & Development,2288,6319,1380,75,80,No,Upto 5k,9,Travel_Rarely,12
RM199,Research & Development,6553,7259,1261,88,80,No,5k-10k,2,Travel_Rarely,14
RM200,Research & Development,6261,4185,1084,54,80,No,5k-10k,29,Travel_Rarely,18
RM205,Research & Development,6673,11354,1180,70,80,Yes,5k-10k,29,Travel_Rarely,19
RM224,Sales,10609,9647,119,76,80,No,10k-15k,3,Travel_Rarely,12
RM262,Sales,5249,19682,1327,39,80,No,5k-10k,2,Non-Travel,18
RM278,Sales,5605,19191,322,44,80,Yes,5k-10k,7,Travel_Rarely,24
RM288,Research & Development,5745,18899,688,82,80,No,5k-10k,23,Travel_Rarely,14
RM308,Research & Development,12061,26707,849,81,80,No,10k-15k,25,Travel_Rarely,17
RM342,Research & Development,11510,15682,343,92,80,Yes,10k-15k,15,Travel_Rarely,14
RM417,Research & Development,1702,12106,1490,42,80,Yes,Upto 5k,2,Travel_Frequently,23
RM472,Research & Development,9824,22174,1495,76,80,No,5k-10k,10,Travel_Rarely,19
RM491,Research & Development,2619,14561,362,43,80,No,Upto 5k,1,Travel_Rarely,17
RM519,Sales,4028,7791,243,46,80,No,Upto 5k,7,Travel_Rarely,20
RM530,Research & Development,7625,19383,827,33,80,No,5k-10k,1,Travel_Rarely,13
RM543,Research & Development,7861,15397,168,81,80,Yes,5k-10k,1,Travel_Rarely,14
RM560,Research & Development,3057,20471,268,92,80,Yes,Upto 5k,2,Travel_Rarely,13
RM579,Research & Development,5980,26085,240,75,80,Yes,5k-10k,2,Travel_Frequently,12
RM606,Research & Development,6288,4284,471,45,80,No,5k-10k,12,Travel_Frequently,15
RM643,Sales,2899,12102,395,98,80,No,Upto 5k,9,Travel_Rarely,19
RM682,Research & Development,13582,16292,1333,80,80,No,10k-15k,1,Travel_Rarely,13
RM704,Sales,5666,19899,152,85,80,Yes,5k-10k,10,Non-Travel,13
RM723,Research & Development,2684,12127,1391,66,80,No,Upto 5k,10,Travel_Frequently,17
RM748,Sales,6861,4981,1035,42,80,Yes,5k-10k,3,Travel_Rarely,12
RM766,Research & Development,2821,2997,1186,44,80,No,Upto 5k,3,Travel_Frequently,16
RM785,Research & Development,8823,24608,330,65,80,No,5k-10k,17,Travel_Rarely,18
RM808,Sales,8740,5569,770,73,80,Yes,5k-10k,10,Travel_Rarely,14
RM812,Sales,7351,20619,130,32,80,No,5k-10k,2,Travel_Rarely,16
RM827,Human Resources,2844,6004,433,37,80,No,Upto 5k,1,Travel_Rarely,13
RM964,Sales,6893,19461,1009,31,80,No,5k-10k,2,Travel_Rarely,15
RM983,Research & Development,2610,15748,693,57,80,No,Upto 5k,7,Travel_Frequently,11
RM1108,Human Resources,6077,14814,888,71,80,No,5k-10k,10,Travel_Frequently,11
RM1113,Research & Development,4855,7653,903,81,80,No,Upto 5k,2,Travel_Rarely,11
RM1120,Sales,9924,12355,1245,80,80,No,5k-10k,14,Travel_Rarely,11
RM1121,Sales,4198,16379,437,90,80,No,Upto 5k,16,Travel_Rarely,12
RM1162,Research & Development,7756,14199,397,54,80,Yes,5k-10k,2,Travel_Rarely,19
RM1188,Research & Development,4735,9867,1189,90,80,No,Upto 5k,1,Travel_Frequently,15
RM1194,Research & Development,2440,23826,148,42,80,No,Upto 5k,2,Travel_Frequently,22
RM1203,Research & Development,3306,26176,1495,87,80,No,Upto 5k,4,Travel_Rarely,19
RM1257,Research & Development,2468,15963,594,75,80,No,Upto 5k,2,Travel_Frequently,14
RM1262,Research & Development,5811,24539,833,60,80,Yes,5k-10k,18,Travel_Rarely,16
RM1273,Research & Development,3702,16376,1153,40,80,No,Upto 5k,6,Travel_Rarely,11
RM1290,Human Resources,2592,7129,1336,100,80,No,Upto 5k,2,Non-Travel,13
RM1309,Sales,5405,4244,723,77,80,Yes,5k-10k,2,Travel_Rarely,20
RM1374,Research & Development,2133,18115,1394,58,80,Yes,Upto 5k,8,Travel_Frequently,16
RM1377,Research & Development,4771,14293,1206,71,80,No,Upto 5k,9,Travel_Rarely,19
RM1392,Sales,2858,11473,1404,59,80,No,Upto 5k,1,Travel_Rarely,14
RM1401,Human Resources,2991,5224,1444,88,80,Yes,Upto 5k,1,Travel_Frequently,11
RM1417,Sales,4440,7636,1321,86,80,No,Upto 5k,1,Travel_Rarely,15
RM1419,Research & Development,5321,14284,508,72,80,No,5k-10k,6,Travel_Frequently,11
RM1431,Research & Development,13206,3376,201,99,80,No,10k-15k,10,Travel_Rarely,12
RM1452,Sales,5343,5982,345,100,80,No,5k-10k,10,TravelRarely,11
RM034,Sales,2086,3335,895,56,80,No,Upto 5k,5,Travel_Rarely,14
RM138,Sales,5902,14590,1329,47,80,No,5k-10k,4,Travel_Rarely,14
RM241,Research & Development,2232,15417,1431,96,80,No,Upto 5k,1,Travel_Rarely,14
RM252,Research & Development,10938,6420,505,64,80,No,10k-15k,2,Travel_Frequently,25
RM305,Research & Development,9613,10942,1132,48,80,No,5k-10k,1,Travel_Rarely,17
RM315,Research & Development,17068,5355,117,99,80,Yes,15k+,10,Travel_Rarely,14
RM327,Research & Development,19272,21141,672,54,80,No,15k+,7,Travel_Frequently,15
RM328,Sales,5238,17778,1162,41,80,Yes,5k-10k,3,Travel_Rarely,18
RM401,Research & Development,19197,8213,1218,52,80,Yes,15k+,1,Travel_Frequently,14
RM450,Research & Development,3755,17872,443,48,80,No,Upto 5k,8,Travel_Frequently,11
RM527,Research & Development,4553,20978,408,80,80,No,Upto 5k,2,Travel_Rarely,11
RM552,Human Resources,6389,18767,141,44,80,No,5k-10k,3,Travel_Rarely,15
RM655,Human Resources,5204,7790,1383,42,80,No,5k-10k,2,Travel_Rarely,11
RM670,Research & Development,2404,4303,1122,70,80,Yes,Upto 5k,6,Travel_Rarely,21
RM706,Sales,7880,2560,903,41,80,No,5k-10k,2,Travel_Rarely,18
RM739,Research & Development,12742,7060,466,65,80,No,10k-15k,1,Travel_Rarely,16
RM754,Research & Development,10880,5083,945,82,80,Yes,10k-15k,22,Travel_Frequently,13
RM814,Research & Development,12169,13547,203,84,80,No,10k-15k,2,Travel_Frequently,11
RM817,Research & Development,6782,8770,439,70,80,No,5k-10k,9,Non-Travel,15
RM938,Research & Development,17123,17334,412,94,80,Yes,15k+,13,Travel_Rarely,13
RM941,Research & Development,3904,22154,360,93,80,No,Upto 5k,23,Travel_Rarely,13
RM950,Research & Development,4534,13352,524,32,80,No,Upto 5k,18,Travel_Rarely,11
RM987,Sales,6120,3567,1498,44,80,Yes,5k-10k,21,Travel_Rarely,12
RM993,Research & Development,10920,3449,1485,71,80,No,10k-15k,25,Non-Travel,21
RM1033,Research & Development,3646,17181,592,54,80,Yes,Upto 5k,2,Non-Travel,23
RM1080,Research & Development,8376,9150,1089,32,80,No,5k-10k,6,Travel_Rarely,18
RM1125,Sales,8237,4658,1462,38,80,No,5k-10k,6,Travel_Rarely,11
RM1149,Research & Development,5377,3835,1387,76,80,No,5k-10k,10,Travel_Rarely,13
RM1156,Research & Development,3069,10302,170,76,80,No,Upto 5k,3,Travel_Rarely,15
RM1160,Research & Development,5042,3140,711,81,80,No,5k-10k,4,Travel_Frequently,13
RM1176,Research & Development,5295,7693,492,66,80,No,5k-10k,12,Travel_Rarely,21
RM1241,Research & Development,6472,8989,792,77,80,Yes,5k-10k,1,Non-Travel,15
RM1285,Research & Development,13464,7914,1253,65,80,No,10k-15k,10,Travel_Rarely,21
RM1293,Sales,4127,19188,766,83,80,No,Upto 5k,20,Travel_Frequently,18
RM1336,Research & Development,3902,5141,835,41,80,No,Upto 5k,19,Travel_Rarely,14
RM1367,Sales,5736,3987,1251,32,80,No,5k-10k,21,Non-Travel,19
RM1373,Research & Development,5151,12315,867,87,80,No,5k-10k,9,Travel_Rarely,25
RM1404,Sales,13341,25098,119,77,80,No,10k-15k,15,Travel_Rarely,12
RM1430,Research & Development,4108,5340,116,52,80,No,Upto 5k,24,Travel_Rarely,13
RM1438,Research & Development,19431,15302,105,87,80,No,15k+,9,Non-Travel,13
